N°Obs;1. Copiez ci-dessous l'extrait que vous trouvez problématique;"2. En option, si vous le souhaitez : quel est selon vous le type de problème?  (Vous pouvez cocher plusieurs réponses. Si vous ne savez pas que répondre, cochez ""autres"").";3. Autres :;4. En option, si vous le souhaitez : merci de localiser ce qui vous parait problématique dans l'extrait et d'indiquer pourquoi.;5. Pour finir, merci de préciser le niveau (ex. Licence1, Master 2 etc.), le contexte (ex. IUT Info-com, Master MEEF-PE), et le genre (ex. dissertation, mémoire, devoir d'analyse type CRPE etc.). Si vos étudiants n'ont pas pour langue maternelle le français, merci de l'indiquer aussi.;6. Clé;7. Date de saisie;8. Date de dernière modification;9. Date de dernier enregistrement;10. Temps de saisie;11. Langue;12. Origine;13. Appareil utilisé pour la saisie;14. Progression
53;Sarah ne les croit pas et rigole de cela.;Lexique;;rigole: langage trop populaire;L3 OFC toutes filières littéraires, questions sur textes lus en classe.;SQCS-F8HZ;11/01/2018 17:47:04;;11/01/2018 17:48:04;60,1344844;FR;Direct;PC;Terminé
54;L'année suivante Sarah mettra naissance à Isaac.;Lexique;;"Confusion,  entre ""donner naissance"", ""mettre au monde"" et peut-être aussi ""mettre bas"".";L3 OFC toutes filières littéraires, questions sur textes lus en classe.;U48P-Q3W8;11/01/2018 17:48:15;;11/01/2018 17:49:34;79,1022814;FR;Direct;PC;Terminé
55;Abraham fait preuve d'un très bon accueil à l'égard des trois hommes.;Lexique;;Confusion d'expressions idiomatiques: faire preuve d'hospitalité / faire un très bon accueil.;L3 OFC Toutes filières littéraires, questions sur textes lus en classe;WNZL-SH8F;11/01/2018 17:53:28;;11/01/2018 17:56:02;153,8776225;FR;Direct;PC;Terminé
56;La Bible dit que l'homme ne doit pas manger d'animaux à moins que l'animal ne soit évincé de son âme.;Lexique;;Il fallait dire: l'âme évincée de l'animal, et non l'inverse.;L3 OFC toutes filières littéraires, questions sur textes lus en classe.;ZDC3-ZNCQ;11/01/2018 17:59:05;;11/01/2018 18:00:53;108,0088818;FR;Direct;PC;Terminé
57;Nous allons analyser à travers ces textes, quels sont les facteurs qui influencent la production artistique?;"Ponctuation;Syntaxe / Construction des phrases";;"Point d'interrogation final, mais cas ici d'interrogative indirecte => nous allons analyser quels sont les facteurs (...).
La virgule avant ""quels sont"" peut aussi poser question : soit une incise (, à travers ces textes,) soit pas de virgule.
";Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;R5R9-UZSL;12/01/2018 10:27:45;;12/01/2018 10:30:21;156,6808714;FR;Direct;PC;Terminé
58;Notre première partie portera sur les raisons qui animent un artiste et sur les finalités d'une oeuvre.;Lexique;;"""les raisons qui animent un artiste"" => problème de collocation (les motivations qui animent un artiste)
";Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;SPG5-CH47;12/01/2018 10:30:23;;12/01/2018 10:32:32;128,3627487;FR;Direct;PC;Terminé
59;On arrive ici sur un autre facteur qui influence la production artistique, la question du temps que prend l'artiste pour produire.;"Lexique;Syntaxe / Construction des phrases";;"""on arrive sur un autre facteur"" => Préposition ""sur"" => on arrive à un autre facteur";Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;CFD9-JHAK;12/01/2018 10:32:33;;12/01/2018 10:34:36;123,1762637;FR;Direct;PC;Terminé
60;"Pour Goethe, le lieu dans lequel il se trouve est une condition de sa création, bien que pendant sa jeunesse il pouvait composer n'importe où.
";Syntaxe / Construction des phrases;;"""Bien que... il pouvait"" => bien sur + subjonctif bien que pendant sa jeunesse il ait pu / ou alors que, qui permet l'usage de l'indicatif: alors que pendant sa jeunesse il pouvait ";Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;ADJN-WBLA;12/01/2018 10:36:13;;12/01/2018 10:37:59;106,3033422;FR;Direct;PC;Terminé
61;Nous allons maintenant aborder la question de l'influence des conditions de production sur l'oeuvre, quelles soient matérielles ou physiques.;Orthographe;;quelles => qu'elles soient;Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;MWKD-Q3AE;12/01/2018 10:38:59;;12/01/2018 10:42:13;193,8619409;FR;Direct;PC;Terminé
62;Son père critique l'art et les artistes en défendant l'idée que l'art est juste un moyen pour se démarquer des autres.;Lexique;;"""l'art est juste un moyen"" => familier => l'art est seulement un moyen
""un moyen pour se démarquer"" peut aussi heurter : usage de la préposition => un moyen de se démarquer";Master 1 MEEF-PE,  ESPE, Devoir d'analyse type CRPE;9WWN-PFU3;12/01/2018 10:42:40;;12/01/2018 10:44:36;115,6166274;FR;Direct;PC;Terminé
63;"L'interaction avec d'autres permet d'être plus productif, c'est ce qu'écrit Mozart, ""nous éclairer les uns les autres"", permettant de ""faire progresser la science et les arts""";"Lexique;Syntaxe / Construction des phrases";;"""Permettant de"" : le participe présent renvoie à ""nous éclairer"" mais ambiguité avec Mozart => plutôt ""pour faire progresser"", ""de manière à faire progresser""";Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;HN6R-2NUF;12/01/2018 10:46:15;;12/01/2018 10:48:00;104,3466221;FR;Direct;PC;Terminé
64;Ce n'est pas la quantité d'oeuvres dans le temps qui compte mais si elles durent ou non.;Syntaxe / Construction des phrases;;mais si elles durent ou non => mais le fait de savoir/ mais la question de savoir si elles durent ou non.;Master 1 MEEF-PE ESPE, Devoir d'analyse type CRPE;2DQ3-AACX;12/01/2018 10:48:18;;12/01/2018 10:49:12;53,4682776;FR;Direct;PC;Terminé
65;Dans sa discussion, avec le poète Eckermann, Goethe livre sa conception de la production artistique.;Ponctuation;;Dans sa discussion, avec le poète Eckermann => peut-être acceptable, mais cette virgule qui coupe le N déverbal et la préposition discussion/ avec me semble bizarre;Mastr 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;TWX5-JARX;12/01/2018 10:49:40;;12/01/2018 10:51:39;118,9765852;FR;Direct;PC;Terminé
66;Goethe, lui considère qu'une production artistique dépendrait seulement de l'inspiration divine.;"Ponctuation;Syntaxe / Construction des phrases";;"Goethe, lui considère => Goethe considère/ Goethe, quant à lui, considère
(double problème de virgule et usage de lui emphatique)";Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;LG4M-DKGH;12/01/2018 10:51:46;;12/01/2018 10:53:40;113,8344283;FR;Direct;PC;Terminé
67;Dans une première partie, nous aborderons l'influence de la production artistique.;Lexique;;"""l'influence de la production artistique"" : modèle lexical oinfluence de x sur y donc difficulté à interpréter la phrase => les influences en jeu dans la production artistique";Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;UDQQ-56WH;12/01/2018 10:54:02;;12/01/2018 10:55:34;91,9766086;FR;Direct;PC;Terminé
68;"Van Gogh aimerait être près de son frère pour s'""efforcer d'apprendre toujours"" et s'""éclairer les uns les autres au moyen de conversations"" ou ""d'avoir des discussions avec quelqu'un qui sait ce qu'est un tableau""";"Syntaxe / Construction des phrases;Discours rapporté / Citation/ Sources";;"ou d'avoir des discussions"" => ou ""avoir des discussions"" (rupture syntaxique aimerait X (et non pas de x)
";Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;3FQR-GZMX;12/01/2018 10:56:02;;12/01/2018 10:58:30;147,9479934;FR;Direct;PC;Terminé
69;Mozart explicite que pour faire progresser les sciences et les arts, il faut que les gens communiquent entre eux.;"Lexique;Discours rapporté / Citation/ Sources";;"Explicite que => plutôt explique que ou souligne que (explicite cette idée en soulignant que...)
";Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;DC78-9RD2;12/01/2018 10:58:32;;12/01/2018 11:00:19;107,56827;FR;Direct;PC;Terminé
70;"Goethe rajoute qu'il existe une puissance extérieure divine qui donne des ""présents inespérés"" aux artistes.";Lexique;;Rajoute => ajoute ;Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;37YF-ZNSA;12/01/2018 11:00:42;;12/01/2018 11:01:30;47,9380642;FR;Direct;PC;Terminé
71;"Goethe énonce que pendant sa jeunesse, il réussissait à produire ""tous les jours et en toutes circonstances"".";"Lexique;Discours rapporté / Citation/ Sources";;"""énonce que"" => souligne que, évoque le fait que ";Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;PG4W-C3G7;12/01/2018 11:01:38;;12/01/2018 11:02:37;59,6095628;FR;Direct;PC;Terminé
72;Quelque soit le contexte dans lequel il écrivait, il était toujours productif.;Orthographe;;Quelque soit => quel que soit;Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;XT9X-ADE2;12/01/2018 11:02:42;;12/01/2018 11:03:25;42,6664568;FR;Direct;PC;Terminé
73;Quel que soit son domaine artistique, l'artiste créait des oeuvres tout au long de sa vie.;"Syntaxe / Construction des phrases;Cohérence / cohésion / argumentation";;Créait => imparfait bizarre, car plutôt un présent de vérité générale (l'usage de l'imparfait pose en plus le pb de concordance par rapport à quel que soit);Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;Z3CH-Q87N;12/01/2018 11:03:59;;12/01/2018 11:05:26;86,5245447;FR;Direct;PC;Terminé
74;Ce texte est la retranscription d'un dialogue sur la conception du génie artistique vu par Goethe.;"Lexique;Syntaxe / Construction des phrases";;"""La conception de x vu par y"" => la conception de x par y/ le x vu par y";Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;YR8T-3S78;12/01/2018 11:05:54;;12/01/2018 11:07:21;86,8517567;FR;Direct;PC;Terminé
75;Un dernier facteur c'est l'entourage de l'artiste.;Syntaxe / Construction des phrases;;un dernier facteur c'est => familier (?) => un dernier facteur concerne, le dernier facteur que l'on peut évoquer est...;Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;VFXY-7DGG;12/01/2018 11:07:51;;12/01/2018 11:09:23;92,0043306;FR;Direct;PC;Terminé
76;Nous constatons à travers ces textes, qu'il existe de multiples facteurs qui influencent la production artistique.;Ponctuation;;"Nous constatons à travers ces textes, qu'il 
=> incise (virgule double) : nous constatons, à travers ces textes, qu'il.../ A travers ces textes, nous constatons qu'il existe
ou sans virgule";Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;B88K-NN6P;12/01/2018 11:09:28;;12/01/2018 11:11:03;94,9144927;FR;Direct;PC;Terminé
77;Les textes et les auteurs s'opposent très peu, ils se complètent sur le sujet.;Cohérence / cohésion / argumentation;;"Rien d'incorrect au niveau linguistique, mais assez maladroit au niveau argumentatif (trivial). Peut-être qu'une meilleure maîtrise stylistique rendrait le propos acceptable : on ne note pas d'opposition nette entre les textes; ils adoptent des approches complémentaires sur la question.";Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;HHJH-B9XH;12/01/2018 11:11:13;;12/01/2018 11:13:03;109,9204635;FR;Direct;PC;Terminé
78;L'art est une création propre de l'Homme.;Lexique;;c'est le propre de/ c'est un x propre à ;Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;8VVT-5M49;12/01/2018 11:13:23;;12/01/2018 11:14:15;52,3017257;FR;Direct;PC;Terminé
79;Mais, les productions artistiques réalisées par les artistes sont-elles influencées par certains facteurs?;"Ponctuation;Lexique";;"usage de mais + virgule en tête de phrase
Mais n'a pas de valeur adversative, relativement vide de sens comme certains emplois de donc
";Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;KB7N-B575;12/01/2018 11:15:21;;12/01/2018 11:16:46;85,5547582;FR;Direct;PC;Terminé
80;De plus, selon Goethe, dans le texte d'Eckermann, il dit qu'il était très productif lorsqu'il allait à la campagne.;"Syntaxe / Construction des phrases;Discours rapporté / Citation/ Sources";;"Selon X + il dit que =)> deux introducteurs de discours rapporté
de plus, dans le texte d'E., Goethe dit que...
";Master 1 MEEF-PE, ESPE, devoir d'analyse type CRPE;VN4W-CP6Q;12/01/2018 11:16:53;;12/01/2018 11:18:17;84,037814;FR;Direct;PC;Terminé
81;Cependant, l'art provoque parfois une perception négative de celui-ci.;Cohérence / cohésion / argumentation;;celui-ci maladroit, bien que perception de x donc peut-être une reformulation : l'art provoque une perception négative, des jugements sévères, un rejet.;Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE.;F7C4-62Y8;12/01/2018 11:18:24;;12/01/2018 11:20:12;108,2448233;FR;Direct;PC;Terminé
82;De plus, le texte de Mozart, conforte cette idée que l'art est influencé par l'âge des artistes.;Ponctuation;;"De plus, le texte de Mozart, conforte cette idée que => virgule gênante entre sujet et verbe
";Master 1 MEEF-PE, ESPE, Devoir d'analyse type CRPE;PJQY-FH66;12/01/2018 11:20:17;;12/01/2018 11:21:13;56,6986556;FR;Direct;PC;Terminé
83;"cette phrase indique un ordre négatif ""Nolite"" conjugué à la cinquième personne.";Lexique;;On ne conjugue par un ordre mais un verbe. Tournure trop elliptique.;L2 ScL examen écrit;6L8J-7N2B;13/01/2018 13:47:20;;13/01/2018 13:48:25;64,8151766;FR;Direct;PC;Terminé
84;La langue de la Gaule n'est pas la même que celui de l'Empire romain.;Cohérence / cohésion / argumentation;;"pb anaphore : ""celui"" reprend ""langue"" donc forme correcte ""celle"".
";L2 ScL examen écrit;CATG-ZV7T;15/01/2018 10:57:04;;15/01/2018 11:06:52;588,0976101;FR;Direct;PC;Terminé
85;Cependant, selon les provinces créées par Rome de la Gaule, la latinisation s'est fait plus ou moins rapidement.;"Orthographe;Syntaxe / Construction des phrases";;2 erreurs : ortho grammaticale accord du ppassé erroné (la latinisation s'est faite) et syntaxe : insertion d'une participiale (créées par Rome) dans un SN en séparant de fait le nom (provinces) de son expansion (de la Gaule).;L2 ScL examen écrit;MLPX-EY6R;15/01/2018 11:18:40;;15/01/2018 11:20:52;131,6103238;FR;Direct;PC;Terminé
86;Ces difficultés peuvent être dû à des obstacles géographiques, des montagnes, des marécages qui font obstruction à l'échange, le partage, l'émission de langue.;"Orthographe;Lexique";;"3 pbs : ortho grammatical avec accord ppassé erroné (dû au lieu de dues) ; lexique avec ""faire obstruction"" à la place de ""faire obstacle"" (confusion obstacle/obstruction) ; lexique avec ""l'émission de langue"" à la place de ""la diffusion de langue"" (confusion émission/diffusion).";L2 ScL examen écrit;APC6-B8JY;15/01/2018 11:44:29;;15/01/2018 11:50:50;380,9587766;FR;Direct;PC;Terminé
87;Enfin peut-on parler de latinisation quand on sait qu'en réalité le latin variait beaucoup.;Ponctuation;;Il manque un point d'interrogation à la fin de la phrase.;L2 ScL examen écrit;ZMQ4-WB54;15/01/2018 11:51:36;;15/01/2018 11:52:24;48,4124472;FR;Direct;PC;Terminé
88;Malgré l'arrogance dont Job fît part, Dieu décida finalement de remercier et de féliciter Job de sa loyauté en lui rétribuant en quantité doublée tous les biens que celui-ci avait perdu.;"Orthographe;Lexique";;"fît pour fit
""fit part"" pour ""fit preuve""
""en lui rétribuant"" pour ""en lui restituant""";L3 toutes filières littéraires, dossier écrit.;KNX7-H58S;15/01/2018 12:46:25;;15/01/2018 12:53:08;402,4905143;FR;Direct;PC;Terminé
89;Satan fît donc en sorte que Job se fassent enlever toute sa fortune;"Orthographe;Cohérence / cohésion / argumentation";;"L'étudiant utilise ""se faire + infinitif"" au sens d'une tournure passive: ""que Job se fasse enlever sa fortune"", au lieu de ""que Job se voie enlever sa fortune"". Car Job n'a nullement contribué à ce que sa fortune lui soit enlevée, et il n'en est pas responsable! Pas comme quand je me fais enlever une dent, en donnant mon accord pour que le dentiste le fasse…
(L'exemple le plus insupportable de cette faute: ""cette fille s'est fait violer""!!)
En outre, fît pour fit, fassent pour fasse.";;ZEYE-HCF9;15/01/2018 12:53:12;;15/01/2018 12:57:30;257,4899776;FR;Direct;PC;Terminé
